label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
0	129 kg	0.5878	cat	Andrew	0.5169	0.5018	141	55	639 m^2	Inan	n/a	bird, cat, guinea pig	91	0.4573	badminton, baseball
2	544 kg	0.0265	fish	Sam, Fabrice	0.7453	0.7717	752	157	684 m^2	Sam	715	reptile, fish	53	0.0191	basketball
2	357 kg	0.1778	chicken	Lise, Sam	0.6531	0.8479	825	-66	1071 m^2	Lise	780	fish	-232	0.2379	running
2	723 kg	0.0621	chicken	Lise	1.0741	NULL	623	216	916 m^2	Michael	838	bird	277	0.0609	basketball
2	517 kg	-0.0976	chicken	Inan	0.1923	0.6073	1120	11	700 m^2	Lise	N/A	chicken	6	0.3687	running
1	-94 kg	0.5685	guinea pig	Chris	0.923	-0.3098	299	731	-40 m^2	Sam	569	rat	787	1.0043	soccer
0	524 kg	0.6373	cat	Vani, Reilly	-0.1702	0.571	372	-159	879 m^2	Inan	738	pig		0.2151	boxing
4	733 kg	0.3102	ferret	eriq	0.7936	0.5706	621	1021	462 m^2	Reilly	67	ferret	467	0.92	ice hockey, football
0	359 kg	-0.0085	reptile	Reilly, Andrew	0.5734	0.3242	230	-56	1183 m^2	Inan	664	hamster	359	-0.0132	baseball, badminton
1	280 kg	0.6371	guinea pig	Chris	0.9529	0.2696	90	121	13 m^2	Michael	394	rat	936	0.5172	motor sports
3	966 kg	1.0619	bird	?	0.2859	0.226	631	699	152 m^2	Eriq	-103	rabbit	504	0.7026	tennis, golf
1	-96 kg	0.564	guinea pig	Chris	0.8032	0.0195	288	137	-135 m^2	Michael	280	rat	764	0.3797	motor sports
3	941 kg	0.7095	bird	Inan	-0.0281	0.317	523	901	142 m^2	Eriq	58	rabbit	606	0.9428	volleyball, tennis
1	137 kg	0.73	guinea pig	Chris	0.9325	-0.1064	39	190	161 m^2	Michael	400	rat	737	0.835	soccer
3	1192 kg	0.902	bird	Inan	-0.1275	0.1557	889	713	3 m^2	Sam	35	rabbit	443	0.6757	volleyball, tennis
0	184 kg	0.5307	cat	Reilly	0.3138	0.6394	364	257	1173 m^2	NULL	797	cat, guinea pig, hamster	415	-0.2107	badminton, baseball
1	301 kg	0.6347	pig	Chris	1.0373	0.0405	49	712	-65 m^2	Michael	611	dog	898	0.2609	motor sports
3	609 kg	0.932	rabbit	Michael	-0.0907	0.3174	645	770	187 m^2	Eriq	-211	rabbit	593	0.7955	tennis, volleyball
0	233 kg	0.4631	reptile	Andrew, Vani	0.6921	0.3189	236	51	794 m^2	Inan	813	hamster, bird, cat, pig	531	0.2344	baseball
0	271 kg	0.4393	hamster	Sam	0.0768	0.7014	772	321	992 m^2	Inan	751	rabbit	205	-0.1401	badminton, boxing
4	814 kg	0.5086	hamster	Tony	0.6827	0.5324	517	705	675 m^2	Vani	183	ferret	420	1.0702	track & field
3	912 kg	0.7794	rabbit	Michael	0.122	0.5022	638	829	461 m^2	Eriq	473	fish, chicken	450	1.0354	golf, tennis
1	248 kg	1.0116	guinea pig	Chris	0.6985	0.1447	-151	392	559 m^2	Sam	837	rat	914	0.2431	motor sports
1	196 kg	0.6594	pig	Chris	0.8787	-0.2419	311	228	-25 m^2	Sam	738	rat	802	0.467	soccer
3	879 kg	0.7307	rabbit	Michael	-0.0925	0.2951	386	878	138 m^2	Tony	-45	rabbit	450	0.8678	tennis
0	187 kg	0.5185	reptile	Andrew, Vani	0.15	0.5826	215	199	612 m^2	Inan	600	bird, pig, hamster	342	-0.0358	badminton, baseball
3	782 kg	0.7323	rabbit	Inan	0.3336	0.4037	530	651	537 m^2	Eriq	120	rabbit	598	0.3084	TENNIS
1	584 kg	0.875	pig	Chris	0.8067	0.0184	95	495	357 m^2	Michael	305	rat	1022	0.6158	motor sports
2	451 kg	-0.0555	chicken	Fabrice	0.4549	1.0799	749	187	707 m^2	Chris	1125	chicken, fish	-49	0.336	basketball
3	1046 kg	0.8807	bird	Inan	0.5971	-0.1698	872	1051	51 m^2	Eriq	-262	rabbit	760	0.556	volleyball, tennis
3	1019 kg	0.8918	rabbit	Inan	-0.2324	0.2215	900	941	69 m^2	Eriq	235	guinea pig, cat, bird	605	0.719	tennis, volleyball
2	237 kg	-0.2798	fish	Lise	0.6161	1.0645	654	199	961 m^2	Chris	1028	CHICKEN, FISH, REPTILE	-261	0.0823	basketball
3	463 kg	0.8293	bird	Michael	-0.0764	0.4384	300	686	398 m^2	eRIQ	-208	rabbit	373	0.7521	golf
1	249 kg	0.6497	guinea pig	Chris	0.597	-0.2702	90	537	101 m^2	Michael	748	rat	582	0.5209	track & field, ice hockey
1	545 kg	0.7055	pig	Chris	0.9165	0.1014	-444	329	396 m^2	Sam	781	rat	705	0.594	motor sports
3	717 kg	0.7788	rabbit	Michael	-0.028	0.2427	1028	875	235 m^2	Eriq	549	rabbit	614	0.4474	golf
2	354 kg		fish	Inan	0.4204	0.7425	893	240	564 m^2	Fabrice	705	reptile, chicken, fish	265	0.2272	basketball
4	1219 kg	0.4476	ferret	Tony	0.3849	0.8047	302	766	433 m^2	Vani	135	ferret	387	1.1119	football
3	601 kg	0.9158	bird	Michael	0.1556	0.3112	868	1054	396 m^2	Eriq	460	rabbit	655	0.6436	volleyball
2	978 kg	0.0147	fish	Fabrice	0.612	1.0609	947	47	418 m^2	Chris	822	fish, reptile, dog	-193	0.3046	running
0	337 kg	0.0912	cat	Vani, Reilly	0.4448	0.2558	108	336	851 m^2	Inan	1006	rat	513	0.0199	badminton, baseball
1	-72 kg	0.5967	pig	Chris	0.8568	0.0366		550	42 m^2	Sam	405	rat	719	0.6332	soccer
0	258 kg	0.3168	cat	Andrew	0.236	1.0544	242	249	1179 m^2	Inan	621	rabbit	207	0.2183	badminton
1	-59 kg	0.5402	GUINEA PIG	Vani, Andrew	0.783	0.016	-71	615	515 m^2	Sam	547	cat	886	0.3924	motor sports
2	657 kg	-0.3599	chicken	Sam	0.4963	1.116	1113	244	957 m^2	Fabrice	999	fish, reptile, dog	163	0.3213	running
0	324 kg	0.5272	Cat	ANDREW, VANI	0.3076	0.497	784	367	931 m^2	Inan	617	guinea pig, pig	-2	-0.0509	badminton
4	688 kg	0.3294	dog	Lise	0.7501	0.7875	663	840	444 m^2	Andrew	420	ferret	330	0.9206	volleyball
4	989 kg	-0.0553	ferret	Eriq	0.2521	0.9585	404	884	273 m^2	Andrew	368	ferret	n/a	0.9241	track & field
3	787 kg	0.5547	rabbit	Inan	-0.1149	0.0413	609	694	388 m^2	Eriq	228	rabbit	534	0.6332	tennis
0	409 kg	0.4665	cat	Vani	0.5256	0.4395	132	-176	1042 m^2	Inan	991	pig, bird	312	0.2358	badminton, baseball
3	613 kg	1.1252	rabbit	Michael	-0.4291	0.6467	421	654	384 m^2	eriq	-268	ferret	521	0.8629	golf
2	630 kg	0.2126	cat	Lise	0.5887	1.0873	747	103	809 m^2	Inan	764	dog, fish, chicken	65	0.2853	running
3	861 kg	0.8094	bird	Inan	0.3522	0.048	569	688	13 m^2	Eriq	48	rabbit	515	0.9218	volleyball
4	696 kg	0.2077	dog	Tony	0.7406	0.6964	670	1086	1097 m^2	Reilly	573	ferret	382	0.7171	ice hockey
4	615 kg	0.5524	rat	Tony	0.7861	0.828	693	950	781 m^2	Reilly	-311	guinea pig	211	1.2504	football
4	669 kg	0.0487	dog	Tony	0.4837	1.0043	347	871	298 m^2	Reilly	359	ferret	475	0.8757	track & field, ice hockey
4	758 kg	0.2977	Dog	Eriq	0.5871	0.5302	360	1023	383 m^2	Reilly	114	ferret	464	1.0459	track & field
0	461 kg	0.5627	cat	Andrew, Vani	0.4745	0.866	607	?	804 m^2	Inan	409	hamster, cat, guinea pig	374	-0.2542	baseball, boxing
2	551 kg	0.2521	chicken	Sam, Lise	0.5343	1.0674	1014	295	335 m^2	Chris	926	fish, chicken, reptile	-38	0.0376	basketball
2	402 kg	0.0402	chicken	Chris	0.7906	1.0738	1039	262	538 m^2	Eriq	897	dog, fish, reptile	119	0.2875	basketball
4	454 kg	0.3422	dog	Tony	0.6482	0.416	523	1132	907 m^2	reilly	173	Ferret	767	0.7695	ice hockey, football
2	506 kg	0.2276	chicken	Sam, Lise	0.3735	1.1244	928	22	700 m^2	Chris	840	chicken, reptile, dog	212	0.3922	running
3	896 kg	0.7661	rabbit	eriq	0.317	0.3302	603	871	481 m^2	Eriq	191	rabbit	715	0.7919	golf
3	849 kg	0.872	rabbit	Inan	0.106	0.3594	475	662	537 m^2	Eriq	82	rabbit	669	1.3168	tennis, golf
1	577 kg	0.5219	guinea pig	Chris	0.972	0.3382	133	638	253 m^2	Michael	593	rat	802	0.506	soccer
0	166 kg	0.4881	reptile	Andrew	0.4585	0.4728	634	65	958 m^2	Inan	906	bird, hamster	196	0.2718	badminton, baseball
3	1435 kg	0.5688	rabbit	INAN	-0.2137	0.3537	658	486	258 m^2	Eriq	534	rabbit	486	0.8008	volleyball, tennis
2		0.0558	chicken	Lise, Fabrice	0.5852	0.7019	772	-73	1022 m^2	Lise	915	reptile, chicken	-25	-0.0335	basketball
3	930 kg	1.1456	bird	Michael	0.1941	0.4217	388	928	NULL	Eriq	-36	ferret	615	1.108	golf, tennis
2	723 kg	-0.0874	fish	Sam, Lise	0.6074	1.0683	901	-38	488 m^2	Fabrice	842	dog, reptile	-105	0.276	basketball
2	1194 kg	0.126	chicken	Sam	0.7657	1.1106	914	331	784 m^2	Eriq	1004	reptile, dog, fish	-184	0.3248	running
2	673 kg	0.2293	chicken	Sam, Fabrice	0.6067	0.9509	778	402	900 m^2	Tony	634	fish	168	0.162	running
2	681 kg	-0.0628	chicken	Fabrice, Lise	0.4708	1.3568	870	257	605 m^2	Chris	883	dog, reptile	8	0.2422	basketball
2	279 kg	-0.1752	fish	Fabrice	0.572	0.9137	1290	215	517 m^2	Lise	875	reptile, dog	137	0.3006	running
0	94 kg	n/a	cat	Andrew	0.4668	0.6599	418	-36	710 m^2	Sam	1132	bird	338	0.0071	boxing
4	895 kg	0.2902	rat	sAM	0.2903	0.8737	359	975	642 m^2	Vani	240	ferret	477	0.7987	ice hockey, track & field
0	146 kg	0.4079	cat	Andrew, Vani	0.464	0.3708	300	-87	1112 m^2	Eriq	800	hamster	274	0.1767	baseball
3	751 kg	0.7576	cat	Michael	0.2706	0.5113	428	786	390 m^2	Eriq	15	rabbit	614	0.7381	tennis
4	689 kg	0.0694	dog	Eriq	0.6796	0.5953	327	1176	860 m^2	Andrew	312	ferret	470	1.1357	football, ice hockey
0	697 kg	0.3197	cat	Andrew	0.3485	0.5984	492	98	902 m^2	Inan	849	rat	252	0.1358	boxing
4	671 kg	0.3099	rat	Eriq	1.049	0.4961	585	1017	628 m^2	Andrew	72	guinea pig, pig	557	0.7602	track & field
4	968 kg	0.1877	dog	Tony	0.6086	0.6052	394	1160	701 m^2	Eriq	534	FERRET	490	1.2686	track & field
2	284 kg	0.1226	fish	Chris	0.8115	0.8817	801	-42	878 m^2	Inan	1089	fish, dog, chicken	17	0.078	running
4	718 kg	0.4575	ferret	Eriq	0.6972	0.7762	597	1272	246 m^2	Reilly	194	ferret	522	1.0986	track & field
3	1200 kg	0.5024	rabbit	Inan	0.091	0.215	463	262	68 m^2	Eriq	236	rabbit	548	0.759	volleyball
2	763 kg	0.0649	chicken	Sam	0.3419	1.1663	737	345	776 m^2	Lise	1007	fish	-16	0.2703	basketball
1	-195 kg	0.4191	pig	Eriq	0.8258	0.1039	59	503	134 m^2	Michael	226	rat	745	0.5539	motor sports
0	400 kg	0.4627	cat	VANI, REILLY	0.3946	0.1376	330	82	None	Inan	832	PIG, CAT, HAMSTER, GUINEA PIG	348	0.0341	boxing
0	467 kg	0.3117	reptile	Andrew, Reilly	0.6561	0.5664	202	94	967 m^2	Inan	667	pig, bird	40	0.0786	badminton
0	98 kg	0.382	cat	Vani, Andrew	0.1387	0.4337	390	271	846 m^2	Inan	1034	bird, pig, cat, guinea pig	556	-0.1449	baseball, badminton
4	1006 kg	0.4136	rat	Tony	0.5115	0.1585	291	1015	769 m^2	Vani	461	ferret	667	0.7429	football, ice hockey
3	651 kg	0.6457	rabbit	Michael	0.1699	0.3481	384	887	226 m^2	Eriq	188	rabbit	638	0.6106	golf
0	303 kg	0.2042	hamster	Michael	0.4045	0.4722	485	-72	1292 m^2	Inan	1093	hamster	470	-0.3915	BOXING, BADMINTON
0	75 kg	0.5213	hamster	Reilly	0.5722	0.4782	246	159	733 m^2	Inan	1398	guinea pig, hamster	314	0.0541	baseball
3	1071 kg	1.021	rabbit	inan	-0.0311	0.3082	676	836	23 m^2	Eriq	171	rabbit	323	0.8183	volleyball, tennis
2	546 kg	-0.1679	fish	Lise, Fabrice	0.3171	0.7924	597	336	672 m^2	Fabrice	954	dog, fish	106	0.0019	running
0	234 kg	0.3309	reptile	Vani, Andrew	0.4074	0.5369	299	71	1143 m^2	Inan	762	hamster, pig, cat	412	0.0732	badminton, baseball
3	1110 kg	0.7186	rabbit	Michael	0.2681	0.677	470	823	310 m^2	Eriq	425	rabbit	682	0.6702	tennis
3	706 kg	0.8223	n/a	Inan	-0.068	0.0703	471	962	332 m^2	eriq	168	rabbit	544	0.5309	volleyball, tennis
1	-255 kg	0.7933	guinea pig	Chris	1.0015	0.1764	81	691	50 m^2	Sam	464	rat	969	0.7186	soccer
3	468 kg	0.9827	rabbit	Michael	-0.2284	-0.1066	483	898	201 m^2	Eriq	317	cat	754	0.9315	tennis
3	992 kg	0.7388	rabbit	Michael	-0.3311	0.2001	742	956	37 m^2	Eriq	38	rabbit	630	0.9608	volleyball
3	825 kg	0.892	rabbit	Inan	-0.0267	0.2649	526	770	195 m^2	Eriq	86	rabbit	510	0.6009	golf, tennis
0	296 kg	0.5199	BIRD	Vani, Andrew	0.254	0.4632	397	279	1049 m^2	Inan	968	guinea pig	336	-0.0968	badminton, boxing
3	818 kg	0.7807	rabbit	Michael	0.1044	0.136	745	629	133 m^2	Eriq	128	hamster, bird	599	0.7573	volleyball, tennis
1	395 kg	0.7854	guinea pig	Chris	0.8083	0.3691	51	400	109 m^2	Michael	212	rat	1181	0.5866	motor sports
2	763 kg	-0.0593	fish	Fabrice, Lise	0.3503	0.7214	779	465	689 m^2	Chris	385	dog, reptile	-78	0.2344	running
4	747 kg	0.2894	rat	Eriq	0.6484	0.6497	689	990	659 m^2	Andrew	284	rabbit	596	1.0457	TRACK & FIELD
4	447 kg	0.0292	rat	eriq	0.6415	0.6259	413	802	413 m^2	Vani	372	ferret	542	1.0835	track & field, ice hockey
3	861 kg	N/A	rabbit	Michael	0.2955	0.1811	521	412	268 m^2	Eriq	-412	cat	513	0.8904	golf
1	30 kg	0.965	guinea pig	Eriq	1.0264	0.398	63	140	227 m^2	Sam	613	rabbit	683	0.4377	motor sports
1	-200 kg	0.7437	pig	Chris	0.8659	-0.2774	-8	558	292 m^2	Michael	647	rat	1063	0.7681	soccer
2	594 kg	-0.2494	chicken	Lise	0.3299	1.1464	763	39	747 m^2	Tony	758	reptile, dog, chicken	82	0.2024	basketball
3	1013 kg	1.0063	bird	Inan	0.0478	0.2222	629	823	236 m^2	Eriq	149	rabbit	545	0.6127	golf
4	819 kg	0.4136	rat	Tony	0.6834	0.7959	574	920	956 m^2	Inan	8	ferret	293	0.848	track & field, ice hockey
1	505 kg	0.6702	pig	Chris	0.5536	-0.391	-85	621	235 m^2	Sam	589	rat	875	0.4927	motor sports
0	178 kg	0.1925	cat	Reilly	0.5714	0.5632	438	148	634 m^2	Inan	709	cat, bird, pig	463	-0.1324	motor sports
0	348 kg	0.2555	cat	Reilly	0.1871	0.4194	466	285	1217 m^2	Inan	1140	reptile, fish, chicken	418	-0.1371	baseball
3	711 kg	0.5166	bird	Michael	0.2542	0.44	377	n/a	166 m^2	Eriq	-157	rabbit	597	0.3929	VOLLEYBALL
4	697 kg	0.4335	rat	Eriq	0.7904	0.1873	527	662	564 m^2	Vani	-16	ferret	540	1.0976	track & field, ice hockey
0	50 kg	0.6205	chicken	andrew	0.2419	None	162	141	967 m^2	Inan	609	cat	413	0.3765	badminton, boxing
0	407 kg	0.2666	reptile	Vani, Reilly	0.1273	0.3265	499	-112	595 m^2	INAN	664	cat, bird, hamster, pig	555	0.2217	boxing
2	835 kg	0.0822	chicken	NULL	1.1192	0.913	605	165	659 m^2	Fabrice	701	dog, chicken	27	0.0237	running
1	64 kg	0.7935	guinea pig	Chris	0.9295	-0.2855	-172	584	74 m^2	Michael	513	rat	677	0.6931	motor sports
3	1266 kg	0.7602	bird	Michael	0.178	0.2241	710	988	282 m^2	Michael	43	rabbit	730	0.8137	golf
3	1378 kg	0.8777	rabbit	Michael	0.5175	-0.217	778	914	21 m^2	Eriq	145	hamster, bird, cat	713	0.8974	tennis
0	374 kg	0.0442	cat	Andrew	0.6396	0.4625	627	130	841 m^2	iNAN	965	reptile, fish, chicken	438	0.1802	baseball
4	584 kg	0.2576	rat	Tony	1.0241	0.9056	444	604	662 m^2	Vani	85	ferret	432	1.088	football
4	883 kg	0.4528	rat	Eriq	0.7271	0.5533	389	1128	734 m^2	Tony	134	ferret	549	1.2844	track & field
3	568 kg	0.8342	ferret	Inan	0.0354	0.2301	830	646	207 m^2	Inan	246	rabbit	634	0.6744	tennis, golf
4	569 kg	0.7777	RAT	Eriq	0.779	1.0426	892	1041	459 m^2	Vani	187	ferret	472	1.1526	ice hockey
0	220 kg	0.4612	REPTILE	Andrew, Reilly	0.5991	0.2622	60	-64	1279 m^2	Inan	847	rat	459	0.0147	boxing
1	-42 kg	0.8503	pig	Chris	0.9233	0.0892	160	379	266 m^2	Sam	39	rat	775	0.5855	motor sports
0	370 kg	0.1215	reptile	Andrew, Vani	0.227	0.698	216	174	1071 m^2	Inan	506	hamster, pig, bird	282	0.4234	badminton, baseball
2	395 kg	0.2176	fish	Lise	0.5889	0.9954	680	87	956 m^2	Lise	1055	fish, chicken, dog	364	0.0378	running
0	-158 kg	0.4422	hamster	ANDREW	0.298	0.5733	215	28	647 m^2	Inan	1029	cat	323	0.0434	boxing, baseball
3	765 kg	1.1626	bird	Inan	0.0231	0.4297	624	706	391 m^2	Eriq	190	rabbit	662	0.6234	golf
3	1091 kg	0.7922	bird	Inan	0.08	0.4303	812	866	-95 m^2	Sam	-78	Rabbit	650	0.8796	Tennis
1	158 kg	0.767	pig	Chris	0.9239	0.1902	247	833	-8 m^2	Sam	301	ferret	886	0.4806	motor sports
1	164 kg	0.8775	guinea pig	Chris	0.8747	-0.0965	-440	489	233 m^2	Sam	384	rat	834	-0.2372	soccer
4	863 kg	0.3274	ferret	Eriq	0.5023	0.7242	404	723	722 m^2	Andrew	147	ferret	644	1.1951	ice hockey
3	1206 kg	0.5313	bird	Inan	0.2257	0.3818	454	922	230 m^2	Eriq	9	rabbit	594	0.7455	golf, volleyball
2	477 kg	0.257	fish	Fabrice	0.7044	0.852	797	41	441 m^2	Chris	1131	chicken, fish, reptile	-61	0.2224	basketball
4	689 kg	0.4398	dog	Eriq	0.7762	0.7141	725	1200	637 m^2	Andrew	760	ferret	521	0.9693	track & field, football
2	506 kg	n/a	fish	Lise, Sam	0.5673	0.8305	721	-28	369 m^2	Tony	1065	chicken, reptile	70	0.052	running
2	564 kg	0.0663	chicken	Lise	0.4072	1.057	891	70	491 m^2	Chris	595	dog	40	0.3969	basketball
2	236 kg	0.0102	chicken	FABRICE, LISE	0.3595	0.8978	580	74	780 m^2	Lise	1078	dog	130	0.165	basketball
0	89 kg	0.339	cat	Vani	0.4742	0.484	530	106	1140 m^2	Inan	847	pig, guinea pig, cat, bird	329	-0.224	baseball
1	209 kg	0.4323	guinea pig	Chris	0.8109	0.2024		436	370 m^2	Michael	827	rat	763	0.66	soccer
4	570 kg	0.6557	ferret	Eriq	0.8632	0.5391	519	1058	288 m^2	Reilly	361	ferret	577	0.6905	football, track & field
4	666 kg	0.6262	reptile	Tony	0.3945	0.403	352	936	256 m^2	Vani	-35	ferret	455	1.1763	football, track & field
1	337 kg	0.8073	guinea pig	Sam, Fabrice	0.9402	-0.1014	448	260		Michael	769	rat	715	0.8934	motor sports
3	625 kg	0.6507	bird	Michael	0.2375	0.1501	546	692	261 m^2	Eriq	-138	rabbit	729	0.5594	golf, volleyball
1	-13 kg	0.8008	guinea pig	Chris	1.0074	0.0473	362	315	545 m^2	Sam	570	rat	625	0.5133	motor sports
1	149 kg	0.7334	pig	cHRIS	1.1	0.1006	234	368	23 m^2	Sam	265	rat	1065	0.5233	soccer
0	311 kg	0.4911	bird	Vani	0.2144	0.8459	458	61	1279 m^2	Inan	1037	rabbit	412	0.2998	boxing
2	801 kg	0.082	chicken	Fabrice	0.4276	1.1047	773	441	451 m^2	Tony	1090	fish	-89	-0.0919	basketball
4	983 kg	0.4993	dog	Tony	0.4755	0.4814	301	983	768 m^2	Vani	343	ferret	523	0.909	ice hockey, football
4	655 kg	0.051	ferret	Tony	0.516	0.6649	599	1377	1057 m^2	Vani	382	ferret	646	1.2541	track & field, ice hockey
4	951 kg	0.2069	rat	Michael	0.4376	0.6513	466	1004	768 m^2	Vani	369	ferret	571	N/A	football
0	367 kg	0.5626	cat	Vani, Reilly	0.1665	0.5535	548	-10	544 m^2	Inan	830	hamster	413	0.2023	baseball, boxing
2	128 kg	-0.0538	fish	Sam	0.5979	1.036	727	141	871 m^2	Lise	781	dog	-71	0.4837	basketball
2	523 kg	0.0854	chicken	Lise	0.7272	0.9277	660	75	1064 m^2	Fabrice	1168	chicken, fish, reptile	203	0.179	running
2	672 kg	-0.1459	fish	Fabrice	0.568	0.9756	1026	130	828 m^2	Tony	841	dog	61	0.5736	running
4	502 kg	0.3674	dog	Tony	0.5477	0.7049	288	1177	842 m^2	Reilly	315	ferret	280	0.8056	football, ice hockey
3	815 kg	0.6846	rabbit	Michael	0.1762	0.4008	611	512	-16 m^2	Eriq	-91	rabbit	768	0.7788	volleyball, golf
3	1121 kg	0.8548	BIRD	Michael	0.1429	0.3501	689	833	308 m^2	Eriq	-161	rabbit	832	1.0389	golf, volleyball
0	249 kg	0.4378	reptile	Andrew	0.586	0.5199	129	67	1338 m^2	Inan	451	cat	420	0.2439	badminton
0	464 kg	0.3571	cat	reilly, vani	0.2063	0.3574	274	24	1077 m^2	Inan	701	guinea pig, hamster	264	-0.158	badminton, boxing
3	1025 kg	0.761	rabbit	Inan	-0.0464	0.0512	803	873	443 m^2	Eriq	94	rabbit	392	0.7126	volleyball, golf
1	-14 kg	0.6523	pig	Chris	0.7196	0.1142	-90	292	82 m^2	Michael	864	rat	997	0.7074	RUNNING
2	621 kg	0.2355	fish	Fabrice, Sam	0.9024	0.843	1420	362	482 m^2	Lise	811	fish, chicken	-163	0.3123	basketball
4	823 kg	0.2127	bird	Tony	0.8472	0.5632	289	1041	334 m^2	Reilly	-286	FERRET	782	1.0339	football
0	73 kg	n/a	reptile	Andrew	0.2463	0.2642	152	423	1205 m^2	Inan	1226	CAT, GUINEA PIG, PIG, BIRD	559	0.0602	boxing
2	606 kg	0.1184	fish	NULL	0.687	1.2491	799	709	480 m^2	Tony	?	RAT	177	0.3662	running
1	296 kg	0.6508	guinea pig	Chris	1.1033	0.0653	-151	445	84 m^2	Sam	242	RAT	768	0.7651	soccer
2	843 kg	0.3782	chicken	Reilly	0.7305	0.6629	583	232	861 m^2	Michael	636	chicken, fish	-30	0.0388	basketball
0	402 kg	0.6153	bird	Vani	0.2644	0.5655	338	69	1111 m^2	Inan	610	hamster, pig, bird, guinea pig	394	0.2385	badminton
1	-22 kg	0.8988	pig	Chris	0.7409	-0.0968	94	409	544 m^2	Michael	540	rat	931	0.4992	motor sports
2	838 kg	0.2351	N/A	Vani	0.6231	1.2901	751	397	462 m^2	Fabrice	982	chicken, dog	-75	-0.235	basketball
0	519 kg	-0.0171	reptile	Andrew	0.5272	0.337	328	-30	829 m^2	Michael	979	chicken, reptile	170	-0.0257	baseball, badminton
1	77 kg	0.6462	pig	Chris	0.8532	-0.2254	-38	460	171 m^2	Michael	424	rat	925	0.5127	motor sports
2	548 kg	0.5281	fish	LISE	0.4931	0.8691	634	255	575 m^2	Tony	934	reptile, chicken	40	0.0839	basketball
2	690 kg	-0.2819	fish	Lise, Fabrice	0.2208	?	1059	205	436 m^2	Fabrice	925	dog, reptile	-18	0.0153	basketball
1	-383 kg	0.6268	pig	Chris	0.5966	0.0246	147	512	-13 m^2	Michael	118	rat	737	0.5064	running
0	439 kg	0.3304	hamster	Vani	0.0328	0.5607	86	-36	1244 m^2	Inan	1027	pig, cat, bird	512	0.1326	boxing, baseball
4	535 kg	0.3946	ferret	Eriq	0.5137	0.8682	805	1300	860 m^2	Inan	103	cat, bird, hamster, guinea pig	603	1.0215	football
1	246 kg	0.6841	pig	Chris	0.7192	-0.2508	56	337	101 m^2	Inan	531	rat	653	0.666	soccer
4	719 kg	0.0665	ferret	Eriq	1.0321	0.379	417	1104	512 m^2	Vani	-30	ferret	569	0.9002	football, ice hockey
0	303 kg	0.2373	cat	Vani	0.2818	0.4439	265	41	1081 m^2	Inan	518	cat	529	-0.0019	badminton, boxing
4	416 kg	0.6414	ferret	Eriq	0.9425	1.0608	627	1151	612 m^2	Reilly	15	chicken, reptile, dog	591	0.8534	ice hockey
0	553 kg	0.5102	hamster	Reilly, Vani	0.5093	0.5985	608	11	969 m^2	Inan	661	cat, pig, hamster	419	-0.0864	badminton, baseball
3	771 kg	0.649	rabbit	Michael	-0.1853	0.4672	876	888	420 m^2	Eriq	-146	rabbit	847	0.8177	volleyball, golf
0	-21 kg	0.3878	hamster	Andrew	0.3927	0.3761	248	269	826 m^2	Sam	692	ferret	403	-0.1115	baseball, badminton
0	172 kg	0.5061	hamster	Reilly, Andrew	0.4965	0.4596	422	-26	666 m^2	Inan	750	ferret	263	0.1622	badminton, boxing
3	638 kg	0.6664	rabbit	Michael	-0.2547	0.3576	330	583	29 m^2	Eriq	163	fish, dog, reptile	563	0.4452	GOLF
3	1224 kg	0.9032	rabbit	Inan	-0.2931	0.2546	726	809	550 m^2	Eriq	50	rabbit	692	0.902	motor sports
0	-116 kg	0.4682	hamster	Reilly	0.3578	0.4773	230	191	1023 m^2	Eriq	1038	guinea pig	403	0.0699	boxing
0	249 kg	0.5639	cat	Reilly	0.4913	0.7899	226	-166	981 m^2	Inan	1237	bird, pig, hamster, cat	190	-0.2347	baseball, badminton
3	840 kg	0.8574	bird	Inan	0.2812	0.2211	508	922	327 m^2	Eriq	330	rabbit	470	0.8295	volleyball
4	941 kg	-0.0339	ferret	Eriq	NULL	0.4725	552	1062	564 m^2	Andrew	233	ferret	448	0.9606	motor sports
3	754 kg	0.723	bird	Vani	-0.0217	0.4047	562	1037	-149 m^2	Eriq	-131	rabbit	439	0.5673	tennis, volleyball
2	564 kg	0.0382	chicken	Sam, Lise	0.531	0.8876	1020	431	753 m^2	Tony	917	reptile, chicken, dog	77	0.2159	running
3	1020 kg	1.104	bird	Inan	0.1786	0.2623	776	629	435 m^2	Eriq	102	rat	598	0.8565	golf
0	320 kg	0.413	hamster	Andrew	0.3681	0.6549	371	272	1063 m^2	Inan	607	cat, guinea pig, bird	295	-0.1248	baseball, badminton
3	598 kg	0.5714	rabbit	Inan	0.1864	0.114	573	691	129 m^2	Eriq	369	rabbit	510	0.7496	tennis, golf
3	1276 kg	1.1587	bird	Vani	0.1627	0.376	775	737	-47 m^2	Eriq	-88	FERRET	418	0.5712	volleyball
2	225 kg	0.2018	guinea pig	Sam, Lise	0.573	1.1201	853	145	929 m^2	Vani	849	rabbit	60	0.1839	basketball
2	488 kg	0.2204	chicken	Sam	0.7901	1.1567	1149	423	1136 m^2	Chris	941	fish	243	0.1713	running
